area,majoraxislength,minoraxislength,eccentricity,convexarea,equivdiameter,extent,perimeter,roundness,aspectration,class,clusters
5695,140.638,52.879,0.927,5823,85.153,0.819,318.558,0.705,2.66,jasmine,3
6780,153.087,57.558,0.927,6973,92.912,0.517,352.131,0.687,2.66,jasmine,0
5484,137.897,51.844,0.927,5689,83.561,0.509,320.093,0.673,2.66,jasmine,3
4760,128.068,48.145,0.927,4916,77.85,0.607,292.252,0.7,2.66,jasmine,3
5875,142.564,53.595,0.927,6002,86.489,0.505,326.654,0.692,2.66,jasmine,3
6268,147.247,55.352,0.927,6357,89.335,0.82,334.346,0.705,2.66,jasmine,3
5489,138.25,51.96,0.927,5628,83.599,0.762,315.233,0.694,2.661,jasmine,3
5520,138.404,52.015,0.927,5683,83.835,0.738,316.532,0.692,2.661,jasmine,3
6610,150.744,56.652,0.927,6723,91.739,0.777,343.377,0.704,2.661,jasmine,0
7308,158.633,59.616,0.927,7501,96.462,0.511,369.607,0.672,2.661,jasmine,0
5299,136.038,51.123,0.927,5463,82.139,0.495,310.965,0.689,2.661,jasmine,3
6444,148.958,55.971,0.927,6603,90.58,0.814,341.938,0.693,2.661,jasmine,0
6895,154.27,57.964,0.927,7061,93.696,0.787,351.713,0.7,2.661,jasmine,0
5750,141.174,53.041,0.927,5899,85.564,0.596,321.677,0.698,2.662,jasmine,3
5457,137.641,51.713,0.927,5602,83.355,0.76,314.523,0.693,2.662,jasmine,3
5979,144.148,54.157,0.927,6164,87.251,0.523,330.346,0.688,2.662,jasmine,3
6279,147.175,55.286,0.927,6472,89.413,0.526,336.813,0.696,2.662,jasmine,0
4599,127.666,47.957,0.927,4774,76.522,0.511,292.528,0.675,2.662,jasmine,3
4853,129.512,48.649,0.927,4945,78.607,0.824,295.021,0.701,2.662,jasmine,3
4567,125.511,47.145,0.927,4725,76.255,0.645,295.742,0.656,2.662,jasmine,3
6184,146.302,54.955,0.927,6356,88.734,0.526,333.869,0.697,2.662,jasmine,3
5661,139.688,52.466,0.927,5819,84.899,0.517,319.0,0.699,2.662,jasmine,3
5364,136.759,51.364,0.927,5586,82.642,0.715,313.522,0.686,2.663,jasmine,3
5926,142.246,53.422,0.927,6061,86.863,0.702,320.063,0.727,2.663,jasmine,3
4843,129.596,48.666,0.927,4984,78.526,0.686,294.699,0.701,2.663,jasmine,3
6771,153.564,57.666,0.927,7075,92.85,0.491,383.325,0.579,2.663,jasmine,0
5914,143.264,53.798,0.927,6092,86.775,0.498,329.819,0.683,2.663,jasmine,3
5248,134.203,50.394,0.927,5347,81.743,0.537,304.71,0.71,2.663,jasmine,3
5821,141.696,53.205,0.927,5945,86.09,0.519,321.583,0.707,2.663,jasmine,3
5702,140.487,52.75,0.927,5851,85.206,0.561,319.833,0.7,2.663,jasmine,3
7272,158.593,59.544,0.927,7434,96.224,0.747,369.685,0.669,2.663,jasmine,0
5853,141.948,53.295,0.927,5977,86.327,0.519,321.473,0.712,2.663,jasmine,3
6654,151.712,56.96,0.927,6827,92.044,0.528,345.324,0.701,2.663,jasmine,0
5610,140.504,52.75,0.927,5800,84.516,0.762,321.593,0.682,2.664,jasmine,3
6632,151.258,56.784,0.927,6894,91.892,0.534,357.993,0.65,2.664,jasmine,0
5598,139.289,52.29,0.927,5752,84.425,0.558,318.692,0.693,2.664,jasmine,3
6666,151.28,56.79,0.927,6771,92.127,0.547,341.065,0.72,2.664,jasmine,0
6736,152.459,57.227,0.927,6991,92.61,0.675,355.625,0.669,2.664,jasmine,0
5651,139.747,52.453,0.927,5828,84.824,0.747,321.56,0.687,2.664,jasmine,3
6053,144.224,54.125,0.927,6186,87.789,0.524,326.642,0.713,2.665,jasmine,3
4954,130.727,49.058,0.927,5141,79.421,0.529,302.352,0.681,2.665,jasmine,3
6319,147.87,55.489,0.927,6483,89.697,0.537,335.862,0.704,2.665,jasmine,0
6507,149.325,56.032,0.927,6715,91.022,0.664,352.814,0.657,2.665,jasmine,0
5926,143.138,53.709,0.927,6084,86.863,0.662,328.301,0.691,2.665,jasmine,3
6553,150.147,56.338,0.927,6697,91.343,0.689,345.585,0.69,2.665,jasmine,0
5145,133.219,49.986,0.927,5269,80.937,0.525,304.097,0.699,2.665,jasmine,3
6097,145.078,54.432,0.927,6263,88.108,0.671,334.33,0.685,2.665,jasmine,3
5956,143.793,53.94,0.927,6122,87.083,0.714,328.549,0.693,2.666,jasmine,3
5993,144.186,54.085,0.927,6143,87.353,0.509,329.472,0.694,2.666,jasmine,3
7146,156.961,58.876,0.927,7371,95.386,0.543,362.401,0.684,2.666,jasmine,0
5153,133.469,50.064,0.927,5269,81.0,0.514,307.729,0.684,2.666,jasmine,3
6114,145.518,54.58,0.927,6257,88.23,0.517,332.737,0.694,2.666,jasmine,3
6673,151.721,56.891,0.927,6864,92.176,0.644,348.298,0.691,2.667,jasmine,0
6374,149.012,55.875,0.927,6556,90.087,0.519,340.775,0.69,2.667,jasmine,0
5458,136.977,51.359,0.927,5605,83.363,0.596,318.948,0.674,2.667,jasmine,3
6704,152.919,57.333,0.927,6883,92.389,0.538,350.55,0.686,2.667,jasmine,0
6687,152.258,57.085,0.927,6904,92.272,0.504,359.483,0.65,2.667,jasmine,0
6190,146.76,55.017,0.927,6346,88.777,0.572,340.624,0.67,2.668,jasmine,0
6428,149.314,55.971,0.927,6607,90.468,0.643,342.278,0.689,2.668,jasmine,0
5416,136.988,51.337,0.927,5539,83.041,0.844,305.813,0.728,2.668,jasmine,3
6164,146.603,54.934,0.927,6353,88.59,0.507,337.518,0.68,2.669,jasmine,3
6195,146.266,54.806,0.927,6317,88.813,0.727,331.948,0.706,2.669,jasmine,3
6875,153.536,57.529,0.927,7075,93.56,0.65,356.643,0.679,2.669,jasmine,0
5998,144.038,53.969,0.927,6176,87.389,0.578,333.181,0.679,2.669,jasmine,3
5744,141.177,52.896,0.927,5933,85.519,0.707,324.976,0.683,2.669,jasmine,3
5353,135.344,50.71,0.927,5499,82.557,0.711,308.808,0.705,2.669,jasmine,3
4655,127.067,47.608,0.927,4808,76.987,0.664,290.233,0.694,2.669,jasmine,3
6273,147.456,55.246,0.927,6455,89.37,0.497,343.928,0.666,2.669,jasmine,0
6271,147.705,55.337,0.927,6434,89.356,0.498,338.702,0.687,2.669,jasmine,0
5753,141.855,53.145,0.927,5904,85.586,0.538,323.233,0.692,2.669,jasmine,3
6004,144.502,54.131,0.927,6171,87.433,0.65,330.608,0.69,2.669,jasmine,3
5597,140.218,52.506,0.927,5802,84.418,0.562,320.271,0.686,2.671,jasmine,3
6229,147.598,55.269,0.927,6444,89.056,0.726,339.986,0.677,2.671,jasmine,0
5946,143.844,53.863,0.927,6081,87.01,0.522,328.601,0.692,2.671,jasmine,3
5463,137.582,51.516,0.927,5600,83.401,0.614,313.473,0.699,2.671,jasmine,3
4692,127.097,47.586,0.927,4818,77.292,0.641,289.026,0.706,2.671,jasmine,3
5455,137.464,51.466,0.927,5584,83.34,0.759,314.746,0.692,2.671,jasmine,3
6502,150.114,56.201,0.927,6672,90.987,0.551,343.52,0.692,2.671,jasmine,0
6908,154.011,57.657,0.927,7104,93.785,0.501,351.173,0.704,2.671,jasmine,0
5826,143.004,53.535,0.927,5987,86.127,0.513,327.106,0.684,2.671,jasmine,3
6345,148.833,55.71,0.927,6505,89.882,0.497,340.002,0.69,2.672,jasmine,0
6270,147.563,55.235,0.927,6444,89.349,0.515,340.421,0.68,2.672,jasmine,0
5956,143.306,53.639,0.927,6092,87.083,0.675,328.053,0.695,2.672,jasmine,3
5889,142.827,53.459,0.927,6066,86.592,0.576,325.383,0.699,2.672,jasmine,3
4998,131.587,49.249,0.927,5119,79.772,0.543,299.018,0.702,2.672,jasmine,3
5585,138.824,51.957,0.927,5783,84.327,0.507,325.93,0.661,2.672,jasmine,3
5626,139.612,52.252,0.927,5787,84.636,0.538,320.57,0.688,2.672,jasmine,3
5388,136.959,51.259,0.927,5529,82.826,0.535,314.706,0.684,2.672,jasmine,3
6786,152.837,57.201,0.927,6927,92.953,0.512,348.013,0.704,2.672,jasmine,0
6878,154.424,57.791,0.927,7093,93.581,0.599,358.48,0.673,2.672,jasmine,0
5544,138.246,51.732,0.927,5658,84.017,0.533,311.912,0.716,2.672,jasmine,3
6398,149.187,55.825,0.927,6705,90.256,0.745,349.422,0.658,2.672,jasmine,0
4879,130.148,48.696,0.927,5032,78.817,0.635,293.782,0.71,2.673,jasmine,3
5433,137.355,51.39,0.927,5555,83.172,0.624,312.712,0.698,2.673,jasmine,3
5852,142.674,53.379,0.927,5994,86.319,0.498,329.274,0.678,2.673,jasmine,3
6281,148.323,55.492,0.927,6454,89.427,0.717,340.383,0.681,2.673,jasmine,0
4791,128.747,48.168,0.927,4913,78.103,0.731,293.169,0.7,2.673,jasmine,3
5347,135.969,50.868,0.927,5521,82.511,0.76,311.181,0.694,2.673,jasmine,3
5853,142.521,53.316,0.927,6028,86.327,0.549,330.097,0.675,2.673,jasmine,3
6497,150.276,56.215,0.927,6707,90.952,0.551,352.079,0.659,2.673,jasmine,0
6304,147.778,55.265,0.927,6418,89.591,0.826,332.956,0.715,2.674,jasmine,3
6861,154.275,57.694,0.927,7056,93.465,0.516,357.11,0.676,2.674,jasmine,0
6343,148.278,55.45,0.927,6467,89.867,0.605,336.811,0.703,2.674,jasmine,0
5727,142.001,53.098,0.927,5901,85.392,0.508,332.984,0.649,2.674,jasmine,3
6344,148.761,55.624,0.927,6515,89.875,0.526,338.616,0.695,2.674,jasmine,0
5587,139.386,52.114,0.927,5696,84.342,0.81,317.458,0.697,2.675,jasmine,3
6394,148.979,55.7,0.927,6638,90.228,0.586,356.503,0.632,2.675,jasmine,0
6226,148.035,55.344,0.927,6420,89.035,0.784,338.142,0.684,2.675,jasmine,0
6321,147.608,55.183,0.927,6492,89.711,0.522,341.868,0.68,2.675,jasmine,0
5710,140.403,52.486,0.927,5851,85.265,0.793,317.59,0.711,2.675,jasmine,3
5307,135.699,50.727,0.928,5448,82.201,0.505,311.606,0.687,2.675,jasmine,3
6660,153.309,57.305,0.928,6861,92.086,0.616,355.965,0.66,2.675,jasmine,0
5247,134.99,50.457,0.928,5441,81.735,0.604,311.769,0.678,2.675,jasmine,3
5635,139.661,52.201,0.928,5782,84.704,0.716,318.062,0.7,2.675,jasmine,3
5638,139.339,52.077,0.928,5769,84.726,0.559,317.617,0.702,2.676,jasmine,3
6074,145.556,54.397,0.928,6315,87.941,0.528,346.729,0.635,2.676,jasmine,0
5878,143.319,53.559,0.928,6022,86.511,0.499,327.34,0.689,2.676,jasmine,3
6441,148.467,55.481,0.928,6595,90.559,0.594,338.45,0.707,2.676,jasmine,0
5217,134.704,50.338,0.928,5407,81.501,0.648,312.248,0.672,2.676,jasmine,3
5245,135.507,50.637,0.928,5389,81.72,0.501,308.301,0.693,2.676,jasmine,3
5834,142.687,53.316,0.928,5997,86.186,0.79,325.199,0.693,2.676,jasmine,3
7065,156.074,58.318,0.928,7186,94.844,0.5,355.376,0.703,2.676,jasmine,0
7003,155.879,58.245,0.928,7283,94.427,0.578,369.471,0.645,2.676,jasmine,0
6490,149.454,55.841,0.928,6714,90.903,0.53,346.416,0.68,2.676,jasmine,0
7172,158.384,59.176,0.928,7460,95.56,0.505,372.245,0.65,2.676,jasmine,0
7422,161.216,60.234,0.928,7619,97.211,0.718,368.651,0.686,2.677,jasmine,0
5879,142.531,53.24,0.928,6101,86.518,0.511,335.268,0.657,2.677,jasmine,3
5845,142.447,53.208,0.928,5938,86.268,0.507,325.09,0.695,2.677,jasmine,3
5796,142.83,53.35,0.928,5937,85.905,0.796,325.348,0.688,2.677,jasmine,3
4654,127.521,47.632,0.928,4809,76.978,0.533,291.004,0.691,2.677,jasmine,3
6648,152.048,56.79,0.928,6853,92.003,0.53,342.131,0.714,2.677,jasmine,0
4564,125.273,46.787,0.928,4664,76.23,0.794,286.214,0.7,2.678,jasmine,3
6375,148.696,55.53,0.928,6529,90.094,0.809,341.607,0.686,2.678,jasmine,0
5568,139.648,52.149,0.928,5703,84.199,0.713,317.938,0.692,2.678,jasmine,3
5678,140.468,52.454,0.928,5830,85.026,0.806,315.746,0.716,2.678,jasmine,3
6222,147.453,55.061,0.928,6413,89.006,0.508,337.758,0.685,2.678,jasmine,0
6709,153.051,57.151,0.928,6910,92.424,0.506,350.535,0.686,2.678,jasmine,0
5720,141.062,52.673,0.928,5952,85.34,0.589,327.5,0.67,2.678,jasmine,3
5344,136.233,50.869,0.928,5459,82.488,0.742,308.261,0.707,2.678,jasmine,3
5487,138.288,51.633,0.928,5600,83.584,0.671,315.433,0.693,2.678,jasmine,3
6031,145.137,54.189,0.928,6180,87.629,0.556,331.66,0.689,2.678,jasmine,3
4813,129.621,48.396,0.928,4925,78.282,0.824,293.318,0.703,2.678,jasmine,3
5606,139.422,52.055,0.928,5731,84.485,0.797,315.597,0.707,2.678,jasmine,3
5895,143.916,53.732,0.928,6086,86.636,0.512,328.387,0.687,2.678,jasmine,3
5585,138.858,51.843,0.928,5694,84.327,0.513,314.088,0.711,2.678,jasmine,3
5490,138.608,51.744,0.928,5667,83.607,0.796,316.581,0.688,2.679,jasmine,3
6540,151.123,56.413,0.928,6776,91.252,0.606,350.482,0.669,2.679,jasmine,0
6911,155.592,58.081,0.928,7108,93.805,0.672,356.534,0.683,2.679,jasmine,0
6630,151.62,56.598,0.928,6790,91.878,0.653,345.503,0.698,2.679,jasmine,0
5271,135.291,50.502,0.928,5410,81.922,0.5,310.31,0.688,2.679,jasmine,3
5470,137.72,51.407,0.928,5626,83.454,0.582,314.738,0.694,2.679,jasmine,3
6028,144.851,54.065,0.928,6181,87.608,0.647,332.684,0.684,2.679,jasmine,3
4527,125.63,46.886,0.928,4666,75.921,0.645,286.247,0.694,2.679,jasmine,3
5686,139.964,52.236,0.928,5799,85.086,0.523,317.506,0.709,2.679,jasmine,3
4748,128.762,48.052,0.928,4957,77.752,0.507,307.157,0.632,2.68,jasmine,3
5583,138.742,51.776,0.928,5772,84.312,0.516,316.264,0.701,2.68,jasmine,3
5880,142.987,53.355,0.928,6072,86.525,0.499,340.304,0.638,2.68,jasmine,3
5421,137.891,51.453,0.928,5538,83.08,0.521,312.012,0.7,2.68,jasmine,3
5972,143.556,53.566,0.928,6093,87.2,0.632,325.274,0.709,2.68,jasmine,3
6099,145.702,54.364,0.928,6228,88.122,0.741,332.766,0.692,2.68,jasmine,3
5252,135.698,50.631,0.928,5422,81.774,0.513,315.278,0.664,2.68,jasmine,3
4875,130.453,48.672,0.928,5045,78.785,0.549,298.984,0.685,2.68,jasmine,3
6623,152.358,56.84,0.928,6815,91.83,0.736,349.646,0.681,2.68,jasmine,0
5480,137.773,51.399,0.928,5617,83.531,0.775,312.984,0.703,2.68,jasmine,3
6265,147.483,55.016,0.928,6454,89.313,0.509,342.754,0.67,2.681,jasmine,0
5259,135.222,50.442,0.928,5405,81.829,0.515,308.316,0.695,2.681,jasmine,3
6203,146.217,54.542,0.928,6347,88.87,0.514,331.737,0.708,2.681,jasmine,3
6325,148.318,55.321,0.928,6456,89.74,0.498,334.328,0.711,2.681,jasmine,0
7063,156.984,58.553,0.928,7285,94.831,0.799,362.381,0.676,2.681,jasmine,0
5853,143.463,53.51,0.928,6020,86.327,0.553,324.382,0.699,2.681,jasmine,3
5430,137.128,51.146,0.928,5550,83.149,0.614,310.71,0.707,2.681,jasmine,3
7039,156.589,58.402,0.928,7417,94.67,0.524,383.118,0.603,2.681,jasmine,0
4685,127.458,47.537,0.928,4807,77.234,0.723,290.357,0.698,2.681,jasmine,3
5156,133.355,49.735,0.928,5374,81.024,0.616,314.731,0.654,2.681,jasmine,3
5346,136.785,51.011,0.928,5494,82.503,0.707,312.811,0.687,2.681,jasmine,3
4481,125.654,46.859,0.928,4865,75.534,0.52,300.49,0.624,2.682,jasmine,3
5650,141.307,52.692,0.928,5830,84.816,0.499,323.31,0.679,2.682,jasmine,3
5860,142.654,53.192,0.928,6041,86.378,0.529,327.55,0.686,2.682,jasmine,3
4956,131.541,49.045,0.928,5102,79.437,0.534,299.332,0.695,2.682,jasmine,3
6218,146.556,54.643,0.928,6334,88.978,0.683,330.939,0.713,2.682,jasmine,3
6510,150.566,56.134,0.928,6736,91.043,0.741,348.331,0.674,2.682,jasmine,0
5461,137.889,51.402,0.928,5623,83.386,0.614,314.812,0.692,2.683,jasmine,3
5308,135.741,50.601,0.928,5422,82.209,0.643,305.458,0.715,2.683,jasmine,3
5560,140.555,52.389,0.928,5838,84.138,0.582,322.719,0.671,2.683,jasmine,3
6921,155.7,58.033,0.928,7128,93.873,0.718,356.701,0.684,2.683,jasmine,0
5834,142.341,53.052,0.928,5944,86.186,0.715,321.973,0.707,2.683,jasmine,3
6338,148.709,55.424,0.928,6551,89.832,0.544,347.812,0.658,2.683,jasmine,0
6775,153.855,57.34,0.928,6981,92.877,0.58,353.633,0.681,2.683,jasmine,0
6085,145.075,54.066,0.928,6210,88.021,0.731,330.054,0.702,2.683,jasmine,3
4701,128.063,47.722,0.928,4862,77.366,0.612,293.459,0.686,2.683,jasmine,3
5783,141.69,52.799,0.928,5913,85.809,0.503,320.259,0.709,2.684,jasmine,3
5730,142.263,53.011,0.928,5959,85.415,0.629,324.414,0.684,2.684,jasmine,3
6552,150.78,56.183,0.928,6731,91.336,0.576,345.504,0.69,2.684,jasmine,0
6568,151.609,56.487,0.928,6741,91.447,0.625,348.248,0.681,2.684,jasmine,0
6474,150.255,55.981,0.928,6679,90.791,0.539,345.679,0.681,2.684,jasmine,0
4755,128.911,48.029,0.928,4874,77.809,0.578,292.88,0.697,2.684,jasmine,3
5125,132.883,49.506,0.928,5230,80.78,0.797,305.484,0.69,2.684,jasmine,3
6377,148.513,55.329,0.928,6528,90.108,0.546,337.979,0.702,2.684,jasmine,0
5539,138.788,51.705,0.928,5726,83.979,0.547,321.183,0.675,2.684,jasmine,3
5924,143.39,53.419,0.928,6060,86.849,0.491,324.452,0.707,2.684,jasmine,3
6685,152.008,56.626,0.928,6848,92.258,0.623,345.685,0.703,2.684,jasmine,0
6356,148.923,55.477,0.928,6516,89.959,0.508,340.975,0.687,2.684,jasmine,0
5893,142.766,53.182,0.928,6023,86.621,0.563,321.38,0.717,2.684,jasmine,3
6793,154.215,57.446,0.928,7043,93.001,0.506,365.313,0.64,2.685,jasmine,0
7096,157.654,58.722,0.928,7297,95.052,0.502,363.379,0.675,2.685,jasmine,0
5595,139.696,52.031,0.928,5706,84.402,0.511,316.553,0.702,2.685,jasmine,3
5415,137.113,51.068,0.928,5532,83.034,0.501,310.493,0.706,2.685,jasmine,3
5786,141.884,52.844,0.928,5913,85.831,0.785,321.519,0.703,2.685,jasmine,3
5585,139.358,51.901,0.928,5691,84.327,0.488,312.628,0.718,2.685,jasmine,3
6075,146.21,54.451,0.928,6221,87.948,0.48,334.328,0.683,2.685,jasmine,3
6025,144.729,53.897,0.928,6123,87.586,0.805,330.484,0.693,2.685,jasmine,3
5668,141.003,52.501,0.928,5841,84.951,0.504,323.21,0.682,2.686,jasmine,3
5356,137.663,51.255,0.928,5531,82.58,0.516,314.591,0.68,2.686,jasmine,3
5954,144.011,53.617,0.928,6086,87.068,0.773,325.224,0.707,2.686,jasmine,3
6066,145.4,54.133,0.928,6190,87.883,0.539,328.385,0.707,2.686,jasmine,3
5926,144.814,53.914,0.928,6127,86.863,0.494,328.448,0.69,2.686,jasmine,3
6116,145.555,54.187,0.928,6261,88.245,0.732,332.849,0.694,2.686,jasmine,3
6463,150.158,55.899,0.928,6644,90.714,0.794,341.97,0.694,2.686,jasmine,0
6658,152.639,56.821,0.928,6845,92.072,0.671,356.154,0.66,2.686,jasmine,0
6224,147.433,54.882,0.928,6443,89.02,0.601,344.271,0.66,2.686,jasmine,0
5683,140.924,52.459,0.928,5848,85.064,0.595,317.914,0.707,2.686,jasmine,3
5558,138.967,51.727,0.928,5679,84.123,0.522,315.511,0.702,2.687,jasmine,3
6041,144.488,53.781,0.928,6243,87.702,0.539,340.395,0.655,2.687,jasmine,3
4770,129.129,48.063,0.928,4902,77.932,0.521,296.074,0.684,2.687,jasmine,3
6006,144.513,53.787,0.928,6158,87.448,0.501,334.104,0.676,2.687,jasmine,3
5962,144.131,53.642,0.928,6142,87.127,0.626,326.887,0.701,2.687,jasmine,3
6636,152.53,56.766,0.928,6848,91.92,0.666,354.319,0.664,2.687,jasmine,0
4976,131.905,49.09,0.928,5129,79.597,0.684,300.786,0.691,2.687,jasmine,3
6326,147.959,55.065,0.928,6456,89.747,0.526,338.816,0.692,2.687,jasmine,0
6478,150.716,56.089,0.928,6690,90.819,0.713,345.751,0.681,2.687,jasmine,0
6754,153.368,57.075,0.928,6920,92.733,0.504,348.322,0.7,2.687,jasmine,0
6843,153.887,57.268,0.928,6995,93.342,0.824,355.518,0.68,2.687,jasmine,0
5216,134.222,49.95,0.928,5312,81.494,0.512,300.403,0.726,2.687,jasmine,3
6341,148.338,55.199,0.928,6495,89.853,0.545,338.004,0.697,2.687,jasmine,0
5483,138.771,51.638,0.928,5691,83.553,0.661,324.1,0.656,2.687,jasmine,3
6399,149.74,55.718,0.928,6594,90.263,0.738,341.88,0.688,2.687,jasmine,0
6115,146.455,54.495,0.928,6263,88.238,0.502,334.552,0.687,2.687,jasmine,3
6095,145.94,54.297,0.928,6278,88.093,0.519,335.442,0.681,2.688,jasmine,3
6582,151.505,56.364,0.928,6731,91.545,0.574,340.591,0.713,2.688,jasmine,0
6148,147.04,54.702,0.928,6331,88.475,0.671,333.924,0.693,2.688,jasmine,3
6229,147.31,54.803,0.928,6456,89.056,0.659,347.951,0.647,2.688,jasmine,0
6346,148.943,55.404,0.928,6544,89.889,0.663,341.922,0.682,2.688,jasmine,0
7336,159.468,59.313,0.928,7576,96.646,0.51,375.544,0.654,2.689,jasmine,0
5320,135.87,50.536,0.928,5437,82.302,0.639,308.188,0.704,2.689,jasmine,3
4678,127.626,47.469,0.928,4789,77.177,0.578,288.977,0.704,2.689,jasmine,3
5262,135.321,50.327,0.928,5444,81.852,0.518,312.005,0.679,2.689,jasmine,3
6086,145.222,54.01,0.928,6262,88.028,0.578,331.907,0.694,2.689,jasmine,3
6915,155.506,57.832,0.928,7108,93.832,0.774,354.434,0.692,2.689,jasmine,0
7132,158.881,59.082,0.928,7541,95.293,0.662,393.214,0.58,2.689,jasmine,0
6986,156.538,58.209,0.928,7196,94.313,0.791,356.17,0.692,2.689,jasmine,0
5963,144.489,53.728,0.928,6094,87.134,0.533,326.906,0.701,2.689,jasmine,3
6219,147.481,54.838,0.928,6412,88.985,0.586,337.572,0.686,2.689,jasmine,0
6770,153.932,57.236,0.928,6976,92.843,0.614,352.806,0.683,2.689,jasmine,0
6978,156.004,58.006,0.928,7180,94.259,0.651,357.395,0.687,2.689,jasmine,0
7014,156.306,58.117,0.928,7205,94.501,0.566,356.561,0.693,2.689,jasmine,0
5921,144.488,53.722,0.928,6114,86.827,0.576,329.129,0.687,2.69,jasmine,3
5009,132.4,49.227,0.928,5215,79.86,0.508,311.152,0.65,2.69,jasmine,3
6200,147.042,54.667,0.928,6362,88.849,0.711,333.767,0.699,2.69,jasmine,3
6093,145.193,53.979,0.928,6206,88.079,0.589,328.269,0.711,2.69,jasmine,3
5687,140.831,52.354,0.928,5879,85.094,0.558,324.837,0.677,2.69,jasmine,3
5382,136.798,50.853,0.928,5533,82.78,0.507,314.478,0.684,2.69,jasmine,3
5626,139.527,51.866,0.928,5841,84.636,0.504,335.599,0.628,2.69,jasmine,3
6242,147.156,54.7,0.928,6392,89.149,0.512,336.749,0.692,2.69,jasmine,3
5368,137.336,51.049,0.928,5582,82.673,0.687,315.573,0.677,2.69,jasmine,3
5094,133.424,49.595,0.928,5278,80.535,0.669,305.12,0.688,2.69,jasmine,3
5522,139.276,51.768,0.928,5690,83.85,0.692,316.408,0.693,2.69,jasmine,3
6308,149.312,55.497,0.928,6537,89.619,0.686,346.983,0.658,2.69,jasmine,0
6374,149.945,55.731,0.928,6574,90.087,0.638,344.568,0.675,2.691,jasmine,0
6246,147.708,54.899,0.928,6377,89.178,0.485,334.527,0.701,2.691,jasmine,3
5719,141.061,52.424,0.928,5842,85.333,0.53,318.363,0.709,2.691,jasmine,3
6064,145.67,54.125,0.928,6218,87.869,0.55,331.528,0.693,2.691,jasmine,3
7082,158.186,58.773,0.928,7465,94.958,0.577,384.631,0.602,2.691,jasmine,0
6756,153.895,57.171,0.928,6936,92.747,0.577,352.276,0.684,2.692,jasmine,0
6009,145.359,53.998,0.928,6212,87.469,0.717,338.762,0.658,2.692,jasmine,3
5007,132.386,49.178,0.928,5144,79.844,0.554,300.315,0.698,2.692,jasmine,3
5843,143.009,53.123,0.928,5954,86.253,0.859,320.426,0.715,2.692,jasmine,3
6351,148.704,55.235,0.928,6582,89.924,0.503,350.22,0.651,2.692,jasmine,0
4365,125.203,46.505,0.928,4512,74.55,0.544,294.261,0.633,2.692,jasmine,3
6321,148.742,55.245,0.928,6452,89.711,0.573,337.192,0.699,2.692,jasmine,0
5691,140.878,52.322,0.928,5839,85.123,0.505,322.954,0.686,2.692,jasmine,3
6297,147.716,54.862,0.928,6431,89.541,0.507,338.577,0.69,2.693,jasmine,0
6233,147.125,54.639,0.928,6388,89.085,0.56,340.476,0.676,2.693,jasmine,0
6151,147.102,54.63,0.928,6337,88.497,0.542,335.886,0.685,2.693,jasmine,3
6729,153.571,57.029,0.928,6940,92.561,0.64,353.285,0.678,2.693,jasmine,0
6625,151.978,56.438,0.928,6765,91.843,0.808,342.161,0.711,2.693,jasmine,0
6399,150.015,55.708,0.928,6551,90.263,0.509,339.684,0.697,2.693,jasmine,0
5704,141.115,52.402,0.928,5874,85.221,0.635,322.189,0.691,2.693,jasmine,3
5621,140.299,52.098,0.928,5776,84.598,0.683,320.419,0.688,2.693,jasmine,3
6064,145.675,54.09,0.929,6204,87.869,0.826,335.107,0.679,2.693,jasmine,3
5838,142.656,52.968,0.929,5955,86.216,0.502,326.19,0.689,2.693,jasmine,3
6190,146.901,54.539,0.929,6337,88.777,0.591,335.605,0.691,2.694,jasmine,3
6395,150.013,55.693,0.929,6584,90.235,0.634,342.898,0.683,2.694,jasmine,0
5389,137.42,51.017,0.929,5562,82.834,0.648,311.81,0.697,2.694,jasmine,3
6328,149.053,55.334,0.929,6506,89.761,0.539,342.015,0.68,2.694,jasmine,0
6271,148.556,55.147,0.929,6382,89.356,0.826,336.941,0.694,2.694,jasmine,0
6189,147.104,54.605,0.929,6396,88.77,0.512,355.414,0.616,2.694,jasmine,0
6433,151.008,56.053,0.929,6637,90.503,0.581,346.86,0.672,2.694,jasmine,0
5221,134.915,50.079,0.929,5331,81.533,0.498,306.009,0.701,2.694,jasmine,3
6857,155.7,57.793,0.929,7095,93.438,0.491,359.277,0.668,2.694,jasmine,0
6424,150.38,55.818,0.929,6631,90.439,0.611,344.444,0.68,2.694,jasmine,0
6358,148.737,55.206,0.929,6497,89.974,0.558,341.452,0.685,2.694,jasmine,0
5581,139.511,51.779,0.929,5766,84.297,0.749,326.126,0.659,2.694,jasmine,3
6006,144.779,53.725,0.929,6166,87.448,0.59,329.675,0.694,2.695,jasmine,3
4392,124.218,46.094,0.929,4500,74.78,0.602,281.161,0.698,2.695,jasmine,3
5328,136.863,50.786,0.929,5451,82.364,0.667,314.439,0.677,2.695,jasmine,3
5188,134.3,49.835,0.929,5312,81.275,0.513,306.299,0.695,2.695,jasmine,3
5673,140.86,52.264,0.929,5798,84.989,0.674,320.295,0.695,2.695,jasmine,3
6153,146.061,54.191,0.929,6297,88.511,0.661,330.476,0.708,2.695,jasmine,3
5367,137.43,50.988,0.929,5530,82.665,0.501,311.485,0.695,2.695,jasmine,3
